"rowid","orderid","orderdate","sales","quantity","discount","profit","shipdate","customerid","shipmentid"
4946,"CA-2016-151372","2016-09-05","11.68",2,"0.20","3.94","2016-09-06","JH-15985",1
4947,"CA-2016-151372","2016-09-05","4.36",2,"0.00","1.79","2016-09-06","JH-15985",1
4948,"CA-2014-102085","2014-10-04","29.24",4,"0.00","13.74","2014-10-09","JD-16015",2
4949,"CA-2017-107125","2017-11-27","117.49",7,"0.20","41.12","2017-12-02","BD-11320",2
4950,"CA-2017-107125","2017-11-27","18.84",3,"0.00","6.03","2017-12-02","BD-11320",2
4951,"CA-2016-125815","2016-10-28","12.42",3,"0.00","5.22","2016-11-01","DL-13330",4
4952,"CA-2015-144190","2015-06-09","12.96",2,"0.00","6.22","2015-06-13","NC-18415",2
4953,"CA-2017-117926","2017-12-08","69.48",1,"0.00","20.84","2017-12-12","AS-10225",4
4954,"CA-2015-153906","2015-03-16","85.90",2,"0.00","2.58","2015-03-20","MS-17980",2
4955,"CA-2014-160262","2014-06-09","18.06",7,"0.00","4.70","2014-06-13","TS-21205",4
4956,"CA-2014-160262","2014-06-09","79.14",3,"0.00","36.40","2014-06-13","TS-21205",4
4957,"CA-2014-160262","2014-06-09","37.40",2,"0.00","14.21","2014-06-13","TS-21205",4
4958,"CA-2015-127607","2015-03-20","2.51",2,"0.80","-4.40","2015-03-26","JK-15730",2
4959,"CA-2015-127607","2015-03-20","18.86",9,"0.20","6.13","2015-03-26","JK-15730",2
4960,"CA-2016-166226","2016-11-18","61.19",1,"0.20","6.12","2016-11-22","TC-21535",2
4961,"CA-2016-166226","2016-11-18","67.84",1,"0.00","18.32","2016-11-22","TC-21535",2
4962,"CA-2014-156587","2014-03-07","48.71",1,"0.20","5.48","2014-03-08","AB-10015",1
4963,"CA-2014-156587","2014-03-07","17.94",3,"0.00","4.66","2014-03-08","AB-10015",1
4964,"CA-2014-156587","2014-03-07","242.94",3,"0.00","4.86","2014-03-08","AB-10015",1
4965,"CA-2016-141180","2016-05-15","7.76",4,"0.70","-5.18","2016-05-19","DP-13000",4
4966,"CA-2015-109708","2015-05-25","467.04",4,"0.20","58.38","2015-05-28","CY-12745",4
4967,"CA-2015-122406","2015-08-02","128.85",3,"0.00","3.87","2015-08-05","BE-11455",4
4968,"CA-2015-122406","2015-08-02","8.40",2,"0.00","4.12","2015-08-05","BE-11455",4
4969,"CA-2015-122406","2015-08-02","199.98",2,"0.00","83.99","2015-08-05","BE-11455",4
4970,"CA-2015-122406","2015-08-02","110.98",1,"0.00","15.54","2015-08-05","BE-11455",4
4971,"US-2016-153815","2016-11-06","207.98",2,"0.20","-28.60","2016-11-09","KL-16555",1
4972,"US-2016-153815","2016-11-06","36.11",2,"0.20","12.64","2016-11-09","KL-16555",1
4973,"US-2016-153815","2016-11-06","35.57",2,"0.20","5.78","2016-11-09","KL-16555",1
4974,"US-2016-153815","2016-11-06","88.77",2,"0.20","31.07","2016-11-09","KL-16555",1
4975,"CA-2016-164896","2016-11-07","12.90",2,"0.00","6.32","2016-11-12","PS-19045",2
4976,"CA-2015-142202","2015-09-18","717.12",9,"0.20","152.39","2015-09-23","JR-16210",4
4977,"CA-2015-165050","2015-12-07","21.36",5,"0.20","7.21","2015-12-09","AH-10210",1
4978,"CA-2015-165050","2015-12-07","6.69",2,"0.20","2.34","2015-12-09","AH-10210",1
4979,"CA-2015-165050","2015-12-07","773.94",6,"0.00","224.44","2015-12-09","AH-10210",1
4980,"US-2016-131114","2016-12-09","20.57",3,"0.20","1.54","2016-12-13","RW-19630",4
4981,"US-2016-131114","2016-12-09","4.36",2,"0.80","-11.76","2016-12-13","RW-19630",4
4982,"US-2016-131114","2016-12-09","19.04",4,"0.20","-1.43","2016-12-13","RW-19630",4
4983,"CA-2014-160066","2014-11-16","5.22",2,"0.00","2.40","2014-11-22","AH-10075",2
4984,"CA-2016-109925","2016-11-06","84.84",3,"0.00","22.91","2016-11-10","IM-15070",4
4985,"CA-2015-160696","2015-09-06","7.24",5,"0.20","1.18","2015-09-10","CK-12760",2
4986,"CA-2014-125171","2014-09-03","14.40",5,"0.00","7.06","2014-09-03","AG-10390",3
4987,"CA-2016-149279","2016-04-24","15.55",3,"0.20","5.44","2016-04-28","CL-12700",2
4988,"CA-2016-149279","2016-04-24","1325.76",6,"0.20","149.15","2016-04-28","CL-12700",2
4989,"CA-2016-149279","2016-04-24","3.11",2,"0.70","-2.18","2016-04-28","CL-12700",2
4990,"CA-2017-107321","2017-08-31","6.67",3,"0.20","2.17","2017-09-04","AW-10930",2
4991,"CA-2017-107321","2017-08-31","689.41",4,"0.20","77.56","2017-09-04","AW-10930",2
4992,"US-2017-122714","2017-12-07","1889.99",5,"0.80","-2929.48","2017-12-13","HG-14965",2
4993,"CA-2015-153038","2015-12-18","55.94",8,"0.20","18.88","2015-12-25","RB-19645",2
4994,"CA-2015-153038","2015-12-18","18.43",8,"0.20","5.99","2015-12-25","RB-19645",2
4995,"CA-2015-153038","2015-12-18","20.32",5,"0.20","3.56","2015-12-25","RB-19645",2
4996,"CA-2014-132227","2014-11-04","52.06",4,"0.20","18.87","2014-11-10","SZ-20035",2
4997,"CA-2017-155824","2017-03-10","48.78",1,"0.20","3.66","2017-03-15","KS-16300",2
4998,"CA-2017-155824","2017-03-10","13.09",4,"0.70","-10.04","2017-03-15","KS-16300",2
4999,"CA-2016-129238","2016-01-31","109.59",1,"0.20","8.22","2016-02-04","SC-20050",2
5000,"CA-2016-129238","2016-01-31","56.70",5,"0.00","27.78","2016-02-04","SC-20050",2
5001,"CA-2017-159688","2017-05-07","79.99",1,"0.00","28.80","2017-05-12","AB-10060",2
5002,"CA-2016-136126","2016-05-24","69.50",5,"0.00","20.16","2016-05-24","EH-14125",3
5003,"CA-2016-136126","2016-05-24","191.60",4,"0.00","91.97","2016-05-24","EH-14125",3
5004,"CA-2016-155033","2016-10-07","10.56",2,"0.00","5.07","2016-10-12","CC-12475",2
5005,"CA-2014-156006","2014-04-30","47.79",3,"0.00","16.25","2014-05-02","TM-21010",4
5006,"CA-2015-158659","2015-11-10","714.30",5,"0.00","207.15","2015-11-14","SC-20695",4
5007,"CA-2015-169796","2015-11-09","2321.90",2,"0.00","1114.51","2015-11-14","Dp-13240",2
5008,"CA-2015-169796","2015-11-09","17.94",3,"0.00","3.05","2015-11-14","Dp-13240",2
5009,"CA-2015-102876","2015-09-07","9.52",1,"0.70","-6.98","2015-09-14","LR-17035",2
5010,"CA-2015-102876","2015-09-07","791.96",6,"0.40","-131.99","2015-09-14","LR-17035",2
5011,"CA-2015-102876","2015-09-07","4.92",3,"0.70","-3.94","2015-09-14","LR-17035",2
5012,"US-2017-139647","2017-05-11","209.98",7,"0.70","-356.96","2017-05-13","TS-21370",1
5013,"US-2017-160465","2017-07-21","33.93",3,"0.70","-22.62","2017-07-26","SW-20350",2
5014,"US-2017-160465","2017-07-21","222.32",7,"0.20","25.01","2017-07-26","SW-20350",2
5015,"US-2017-160465","2017-07-21","210.56",6,"0.40","-52.64","2017-07-26","SW-20350",2
5016,"CA-2014-153850","2014-11-24","35.17",7,"0.20","9.67","2014-11-29","TH-21100",2
5017,"CA-2014-153850","2014-11-24","1502.38",4,"0.40","-250.40","2014-11-29","TH-21100",2
5018,"CA-2014-127558","2014-11-15","10.11",3,"0.00","3.24","2014-11-18","SS-20410",1
5019,"CA-2014-127558","2014-11-15","772.47",3,"0.00","146.77","2014-11-18","SS-20410",1
5020,"CA-2014-127558","2014-11-15","20.46",2,"0.00","5.32","2014-11-18","SS-20410",1
5021,"CA-2017-136511","2017-03-23","347.58",3,"0.00","17.38","2017-03-25","MZ-17515",4
5022,"CA-2016-133795","2016-12-18","72.64",2,"0.00","21.79","2016-12-24","JE-15475",2
5023,"CA-2016-133795","2016-12-18","772.47",3,"0.00","146.77","2016-12-24","JE-15475",2
5024,"CA-2016-133795","2016-12-18","39.92",4,"0.00","11.18","2016-12-24","JE-15475",2
5025,"US-2017-130953","2017-07-29","33.48",2,"0.00","16.41","2017-08-03","RF-19735",2
5026,"US-2017-130953","2017-07-29","461.97",3,"0.00","133.97","2017-08-03","RF-19735",2
5027,"US-2017-130953","2017-07-29","137.62",2,"0.00","60.55","2017-08-03","RF-19735",2
5028,"US-2017-130953","2017-07-29","302.67",3,"0.00","72.64","2017-08-03","RF-19735",2
5029,"CA-2014-151792","2014-09-02","239.98",3,"0.20","53.99","2014-09-07","CV-12295",4
5030,"CA-2017-139304","2017-01-29","8.34",3,"0.00","2.17","2017-02-02","VG-21790",2
5031,"CA-2017-139304","2017-01-29","8.57",1,"0.00","2.23","2017-02-02","VG-21790",2
5032,"CA-2017-139304","2017-01-29","119.62",8,"0.20","40.37","2017-02-02","VG-21790",2
5033,"CA-2016-155166","2016-12-26","212.94",3,"0.00","25.55","2017-01-02","BB-11545",2
5034,"CA-2016-155166","2016-12-26","26.49",1,"0.00","7.42","2017-01-02","BB-11545",2
5035,"CA-2015-103954","2015-08-09","687.40",5,"0.00","48.12","2015-08-13","HR-14770",4
5036,"CA-2014-169803","2014-04-06","653.55",3,"0.00","111.10","2014-04-12","SC-20260",2
5037,"CA-2014-169803","2014-04-06","33.90",2,"0.00","2.03","2014-04-12","SC-20260",2
5038,"CA-2017-141719","2017-11-17","239.96",5,"0.20","83.99","2017-11-21","EG-13900",4
5039,"CA-2015-136469","2015-07-11","199.84",4,"0.30","-37.11","2015-07-12","TS-21370",1
5040,"CA-2015-136469","2015-07-11","716.00",2,"0.00","193.32","2015-07-12","TS-21370",1
5041,"CA-2015-136469","2015-07-11","221.06",7,"0.00","103.90","2015-07-12","TS-21370",1
5042,"CA-2016-158694","2016-11-10","67.71",3,"0.00","32.50","2016-11-13","AI-10855",4
5043,"CA-2016-158694","2016-11-10","129.92",4,"0.00","38.98","2016-11-13","AI-10855",4
5044,"CA-2016-158694","2016-11-10","467.46",9,"0.00","191.66","2016-11-13","AI-10855",4
5045,"CA-2016-158694","2016-11-10","61.40",5,"0.00","28.86","2016-11-13","AI-10855",4
5046,"CA-2016-158694","2016-11-10","720.76",4,"0.00","187.40","2016-11-13","AI-10855",4
5047,"CA-2016-158694","2016-11-10","5.18",3,"0.20","1.81","2016-11-13","AI-10855",4
5048,"CA-2016-158694","2016-11-10","14.70",5,"0.00","3.97","2016-11-13","AI-10855",4
5049,"US-2014-104759","2014-03-31","8.13",7,"0.80","-13.83","2014-04-04","DD-13570",2
5050,"US-2014-104759","2014-03-31","79.98",2,"0.20","14.00","2014-04-04","DD-13570",2
5051,"CA-2015-150511","2015-09-18","18.54",2,"0.00","8.71","2015-09-24","AB-10060",2
5052,"CA-2015-134922","2015-11-07","24.40",2,"0.20","7.93","2015-11-11","KB-16240",2
5053,"US-2017-120607","2017-05-19","195.64",4,"0.00","91.95","2017-05-19","JC-15775",3
5054,"CA-2015-141243","2015-01-03","398.40",5,"0.20","84.66","2015-01-08","AH-10465",4
5055,"CA-2015-141243","2015-01-03","7.06",3,"0.20","0.79","2015-01-08","AH-10465",4
5056,"CA-2015-141243","2015-01-03","1352.40",9,"0.32","-437.54","2015-01-08","AH-10465",4
5057,"CA-2015-162166","2015-09-08","26.40",5,"0.00","11.88","2015-09-11","NM-18520",1
5058,"CA-2015-162166","2015-09-08","41.88",6,"0.00","0.84","2015-09-11","NM-18520",1
5059,"CA-2016-120796","2016-04-03","99.85",9,"0.70","-83.21","2016-04-07","CS-11950",2
5060,"CA-2016-109722","2016-12-05","699.98",2,"0.00","195.99","2016-12-07","TP-21130",4
5061,"CA-2016-109722","2016-12-05","584.82",9,"0.00","70.18","2016-12-07","TP-21130",4
5062,"CA-2015-136798","2015-05-08","43.98",2,"0.00","21.99","2015-05-12","DL-12925",2
5063,"CA-2015-136798","2015-05-08","377.97",3,"0.00","105.83","2015-05-12","DL-12925",2
5064,"CA-2015-136798","2015-05-08","123.96",3,"0.00","11.16","2015-05-12","DL-12925",2
5065,"CA-2017-122196","2017-09-22","391.98",2,"0.00","113.67","2017-09-24","CA-12265",1
5066,"CA-2017-142090","2017-11-30","383.98",3,"0.20","81.59","2017-12-07","SC-20380",2
5067,"CA-2017-142090","2017-11-30","1781.68",7,"0.40","-653.28","2017-12-07","SC-20380",2
5068,"CA-2017-160934","2017-01-15","21.40",5,"0.00","6.21","2017-01-19","TT-21460",2
5069,"CA-2014-124478","2014-08-08","549.99",1,"0.00","275.00","2014-08-12","MA-17560",2
5070,"CA-2014-124478","2014-08-08","167.54",3,"0.10","37.23","2014-08-12","MA-17560",2
5071,"CA-2014-124478","2014-08-08","38.34",3,"0.00","17.25","2014-08-12","MA-17560",2
5072,"CA-2014-124478","2014-08-08","53.88",6,"0.00","22.63","2014-08-12","MA-17560",2
5073,"CA-2014-124478","2014-08-08","299.98",2,"0.00","83.99","2014-08-12","MA-17560",2
5074,"CA-2015-145485","2015-11-05","62.80",4,"0.00","15.70","2015-11-05","JM-16195",3
5075,"CA-2017-151071","2017-04-25","13.90",2,"0.20","4.52","2017-04-29","MB-18085",4
5076,"CA-2014-134572","2014-04-20","744.10",5,"0.30","-95.67","2014-04-22","SV-20365",4
5077,"CA-2014-134572","2014-04-20","44.84",5,"0.20","5.61","2014-04-22","SV-20365",4
5078,"CA-2014-134572","2014-04-20","401.59",2,"0.30","-131.95","2014-04-22","SV-20365",4
5079,"CA-2017-143217","2017-11-11","18.24",3,"0.00","8.57","2017-11-17","CG-12040",2
5080,"US-2017-133312","2017-11-25","359.50",3,"0.15","-29.61","2017-11-29","BD-11500",2
5081,"US-2017-133312","2017-11-25","10.48",1,"0.00","2.83","2017-11-29","BD-11500",2
5082,"US-2015-137533","2015-12-18","20.74",4,"0.20","7.26","2015-12-18","JK-15640",3
5083,"CA-2016-155138","2016-09-08","35.17",4,"0.20","8.35","2016-09-12","JM-15580",2
5084,"CA-2016-155138","2016-09-08","64.70",3,"0.20","23.46","2016-09-12","JM-15580",2
5085,"CA-2016-108350","2016-06-06","105.52",4,"0.00","48.54","2016-06-09","SC-20230",4
5086,"CA-2015-144302","2015-06-19","5.79",2,"0.80","-9.56","2015-06-23","ME-17320",2
5087,"CA-2015-109001","2015-03-05","466.16",7,"0.40","-93.23","2015-03-09","KN-16390",2
5088,"CA-2015-109001","2015-03-05","10.31",1,"0.20","-1.29","2015-03-09","KN-16390",2
5089,"CA-2015-109001","2015-03-05","2.56",3,"0.70","-1.79","2015-03-09","KN-16390",2
5090,"CA-2017-132738","2017-08-04","7.97",2,"0.20","2.89","2017-08-07","HM-14860",1
5091,"CA-2017-132738","2017-08-04","8.78",1,"0.20","3.18","2017-08-07","HM-14860",1
5092,"CA-2017-156720","2017-12-30","3.02",3,"0.20","-0.60","2018-01-03","JM-15580",2
5093,"CA-2015-119102","2015-05-23","51.45",3,"0.00","13.89","2015-05-27","KH-16690",2
5094,"US-2014-140452","2014-12-06","14.02",4,"0.80","-31.54","2014-12-10","BK-11260",2
5095,"US-2014-140452","2014-12-06","214.95",5,"0.50","-120.37","2014-12-10","BK-11260",2
5096,"US-2014-140452","2014-12-06","35.04",4,"0.20","-7.01","2014-12-10","BK-11260",2
5097,"US-2014-140452","2014-12-06","10.78",3,"0.60","-4.85","2014-12-10","BK-11260",2
5098,"US-2014-140452","2014-12-06","4.60",2,"0.80","-8.05","2014-12-10","BK-11260",2
5099,"US-2014-140452","2014-12-06","35.17",2,"0.20","-8.35","2014-12-10","BK-11260",2
5100,"CA-2015-141936","2015-08-07","19.15",3,"0.20","6.46","2015-08-12","PN-18775",2
5101,"CA-2014-158442","2014-03-17","4.45",2,"0.20","0.33","2014-03-17","AZ-10750",3
5102,"CA-2014-158442","2014-03-17","5.18",1,"0.20","1.88","2014-03-17","AZ-10750",3
5103,"CA-2014-158442","2014-03-17","15.55",3,"0.20","5.44","2014-03-17","AZ-10750",3
5104,"CA-2015-167374","2015-03-26","40.03",6,"0.20","12.51","2015-03-30","GM-14500",4
5105,"CA-2015-167374","2015-03-26","16.78",3,"0.20","5.03","2015-03-30","GM-14500",4
5106,"CA-2014-116568","2014-12-14","186.30",4,"0.20","13.97","2014-12-20","BM-11785",2
5107,"CA-2015-147102","2015-09-19","66.36",4,"0.00","23.23","2015-09-26","NH-18610",2
5108,"CA-2017-132213","2017-04-25","42.05",9,"0.20","5.26","2017-04-26","PN-18775",1
5109,"CA-2017-132213","2017-04-25","67.92",5,"0.20","6.79","2017-04-26","PN-18775",1
5110,"CA-2014-138450","2014-10-18","52.51",6,"0.20","19.69","2014-10-22","EH-13765",2
5111,"CA-2014-138450","2014-10-18","186.91",6,"0.20","-35.05","2014-10-22","EH-13765",2
5112,"CA-2014-138450","2014-10-18","10.05",4,"0.20","3.14","2014-10-22","EH-13765",2
5113,"CA-2015-153073","2015-11-13","17.50",9,"0.60","-7.44","2015-11-13","HA-14905",3
5114,"CA-2016-147970","2016-01-31","15.55",3,"0.20","5.44","2016-02-02","AB-10150",4
5115,"CA-2016-150658","2016-11-17","10.78",3,"0.20","3.37","2016-11-22","MS-17365",2
5116,"CA-2017-125640","2017-07-25","3.30",1,"0.20","1.07","2017-07-29","DD-13570",2
5117,"CA-2017-154137","2017-11-11","35.48",1,"0.00","0.00","2017-11-17","MT-17815",2
5118,"CA-2015-127173","2015-09-26","34.44",3,"0.00","16.19","2015-10-03","GM-14500",2
5119,"CA-2015-127173","2015-09-26","629.93",7,"0.00","296.07","2015-10-03","GM-14500",2
5120,"CA-2015-127173","2015-09-26","79.06",9,"0.20","28.66","2015-10-03","GM-14500",2
5121,"CA-2014-149538","2014-04-04","232.55",5,"0.00","9.30","2014-04-08","KB-16585",2
5122,"CA-2014-149538","2014-04-04","99.98",2,"0.00","42.99","2014-04-08","KB-16585",2
5123,"CA-2014-149538","2014-04-04","19.44",3,"0.00","9.33","2014-04-08","KB-16585",2
5124,"CA-2014-149538","2014-04-04","12.96",2,"0.00","6.35","2014-04-08","KB-16585",2
5125,"CA-2014-160766","2014-09-14","464.29",9,"0.40","-108.33","2014-09-14","DM-13015",3
5126,"CA-2014-160766","2014-09-14","68.46",7,"0.00","31.49","2014-09-14","DM-13015",3
5127,"CA-2014-160766","2014-09-14","2799.96",4,"0.00","1371.98","2014-09-14","DM-13015",3
5128,"CA-2014-160766","2014-09-14","601.30",2,"0.00","198.43","2014-09-14","DM-13015",3
5129,"CA-2014-160766","2014-09-14","16.99",1,"0.00","4.42","2014-09-14","DM-13015",3
5130,"CA-2014-160766","2014-09-14","287.97",3,"0.00","80.63","2014-09-14","DM-13015",3
5131,"CA-2014-160766","2014-09-14","44.82",9,"0.00","21.07","2014-09-14","DM-13015",3
5132,"CA-2017-146626","2017-12-29","101.12",8,"0.00","37.41","2018-01-05","BP-11185",2
5133,"CA-2015-123330","2015-06-21","107.98",3,"0.20","37.79","2015-06-27","EP-13915",2
5134,"CA-2017-155607","2017-11-26","58.73",7,"0.00","14.68","2017-11-30","FG-14260",2
5135,"CA-2017-155607","2017-11-26","93.34",4,"0.20","32.67","2017-11-30","FG-14260",2
5136,"CA-2016-151323","2016-10-23","17.05",5,"0.00","8.18","2016-10-28","AB-10255",2
5137,"CA-2015-146696","2015-12-14","8.10",2,"0.20","2.73","2015-12-19","RD-19480",2
5138,"CA-2016-128972","2016-11-13","30.36",4,"0.00","13.05","2016-11-17","TS-21430",2
5139,"CA-2017-128335","2017-09-29","23.34",3,"0.00","10.97","2017-10-05","JA-15970",2
5140,"CA-2017-128335","2017-09-29","51.55",5,"0.00","24.23","2017-10-05","JA-15970",2
5141,"CA-2015-154886","2015-11-08","119.90",2,"0.00","43.16","2015-11-12","SW-20455",2
5142,"CA-2016-111213","2016-04-01","1317.49",6,"0.10","292.78","2016-04-05","FP-14320",2
5143,"CA-2016-111213","2016-04-01","63.84",8,"0.00","18.51","2016-04-05","FP-14320",2
5144,"CA-2016-111213","2016-04-01","3.59",1,"0.20","1.12","2016-04-05","FP-14320",2
5145,"CA-2017-161333","2017-02-02","86.26",2,"0.00","29.33","2017-02-07","JL-15835",2
5146,"CA-2017-161333","2017-02-02","139.04",4,"0.00","38.93","2017-02-07","JL-15835",2
5147,"CA-2017-161333","2017-02-02","46.80",4,"0.00","16.38","2017-02-07","JL-15835",2
5148,"CA-2017-128734","2017-12-24","8.54",4,"0.20","1.92","2017-12-31","JL-15175",2
5149,"CA-2017-128734","2017-12-24","842.38",3,"0.20","105.30","2017-12-31","JL-15175",2
5150,"CA-2014-141796","2014-06-21","1214.85",3,"0.00","352.31","2014-06-21","JG-15160",3
5151,"CA-2017-125101","2017-03-06","67.78",2,"0.00","16.95","2017-03-10","SH-19975",4
5152,"CA-2017-169929","2017-09-25","39.90",5,"0.00","10.37","2017-09-28","LS-17200",1
5153,"US-2014-121566","2014-06-30","2.69",1,"0.20","0.84","2014-07-06","CS-11860",2
5154,"US-2014-121566","2014-06-30","6.60",3,"0.00","2.90","2014-07-06","CS-11860",2
5155,"US-2015-124219","2015-08-07","28.40",4,"0.00","13.06","2015-08-08","KW-16570",1
5156,"US-2015-124219","2015-08-07","212.94",3,"0.00","34.07","2015-08-08","KW-16570",1
5157,"CA-2017-163006","2017-06-30","1001.58",2,"0.20","125.20","2017-07-04","GH-14410",4
5158,"CA-2017-163006","2017-06-30","569.06",3,"0.30","-178.85","2017-07-04","GH-14410",4
5159,"CA-2017-163006","2017-06-30","14.22",2,"0.60","-10.31","2017-07-04","GH-14410",4
5160,"CA-2015-156146","2015-10-26","105.58",2,"0.20","9.24","2015-10-30","AG-10495",4
5161,"CA-2015-156146","2015-10-26","68.72",2,"0.20","-14.60","2015-10-30","AG-10495",4
5162,"CA-2014-111192","2014-07-30","1367.84",8,"0.00","259.89","2014-08-05","TS-21430",2
5163,"CA-2016-115378","2016-11-18","301.96",2,"0.00","33.22","2016-11-23","AJ-10945",4
5164,"CA-2015-161627","2015-07-06","170.35",3,"0.20","-17.04","2015-07-11","SJ-20215",2
5165,"CA-2014-121006","2014-11-10","3.90",2,"0.00","1.52","2014-11-16","SC-20020",2
5166,"CA-2014-121006","2014-11-10","12.84",3,"0.00","5.78","2014-11-16","SC-20020",2
5167,"CA-2014-121006","2014-11-10","15.84",3,"0.00","7.13","2014-11-16","SC-20020",2
5168,"CA-2014-121006","2014-11-10","563.94",3,"0.00","112.79","2014-11-16","SC-20020",2
5169,"CA-2014-121006","2014-11-10","62.94",3,"0.00","11.96","2014-11-16","SC-20020",2
5170,"CA-2014-121006","2014-11-10","535.41",3,"0.00","160.62","2014-11-16","SC-20020",2
5171,"CA-2016-122903","2016-05-27","3504.90",5,"0.00","700.98","2016-05-29","LA-16780",4
5172,"CA-2016-122903","2016-05-27","144.12",3,"0.00","69.18","2016-05-29","LA-16780",4
5173,"CA-2016-122903","2016-05-27","314.55",3,"0.00","150.98","2016-05-29","LA-16780",4
5174,"CA-2015-107741","2015-03-08","3.41",1,"0.20","0.89","2015-03-10","FC-14335",1
5175,"CA-2017-106432","2017-10-19","2.07",2,"0.80","-3.52","2017-10-24","CA-12265",2
5176,"CA-2017-106432","2017-10-19","328.40",3,"0.32","-91.76","2017-10-24","CA-12265",2
5177,"CA-2016-148908","2016-11-05","53.25",2,"0.20","19.97","2016-11-08","JH-15985",1
5178,"CA-2016-123015","2016-12-26","4.99",3,"0.20","1.68","2016-12-30","AJ-10795",2
5179,"US-2015-120502","2015-04-13","37.68",2,"0.00","15.83","2015-04-19","BT-11395",2
5180,"US-2015-120502","2015-04-13","258.58",2,"0.20","19.39","2015-04-19","BT-11395",2
5181,"US-2015-120502","2015-04-13","75.84",2,"0.00","29.58","2015-04-19","BT-11395",2
5182,"CA-2017-108749","2017-09-12","45.36",7,"0.00","21.77","2017-09-15","DJ-13510",1
5183,"CA-2017-108749","2017-09-12","45.78",3,"0.00","22.89","2017-09-15","DJ-13510",1
5184,"CA-2017-163335","2017-09-24","40.29",3,"0.00","10.07","2017-09-27","AG-10675",1
5185,"CA-2017-163335","2017-09-24","38.71",7,"0.00","17.81","2017-09-27","AG-10675",1
5186,"CA-2015-134719","2015-10-10","1801.63",6,"0.20","-337.81","2015-10-15","JD-15790",2
5187,"US-2015-154389","2015-11-27","748.75",8,"0.40","-162.23","2015-12-03","EH-14125",2
5188,"CA-2015-115567","2015-09-13","199.96",4,"0.00","16.00","2015-09-18","ZC-21910",2
5189,"CA-2015-115567","2015-09-13","1516.20",7,"0.00","394.21","2015-09-18","ZC-21910",2
5190,"US-2017-136679","2017-11-14","167.95",6,"0.20","-27.29","2017-11-18","XP-21865",2
5191,"US-2017-136679","2017-11-14","45.04",2,"0.20","4.50","2017-11-18","XP-21865",2
5192,"US-2017-141943","2017-05-05","23.16",2,"0.00","11.58","2017-05-09","DK-12985",2
5193,"CA-2014-101560","2014-11-28","397.60",5,"0.00","43.74","2014-12-01","CS-12250",4
5194,"CA-2014-101560","2014-11-28","85.96",7,"0.00","40.40","2014-12-01","CS-12250",4
5195,"CA-2014-101560","2014-11-28","13.12",4,"0.00","4.33","2014-12-01","CS-12250",4
5196,"CA-2014-101560","2014-11-28","45.66",3,"0.00","22.37","2014-12-01","CS-12250",4
5197,"CA-2014-159709","2014-05-10","158.13",3,"0.00","77.48","2014-05-15","AI-10855",2
5198,"CA-2014-159709","2014-05-10","43.60",5,"0.20","4.36","2014-05-15","AI-10855",2
5199,"CA-2016-103982","2016-03-03","3930.07",3,"0.20","-786.01","2016-03-08","AA-10315",2
5200,"CA-2016-103982","2016-03-03","2.30",1,"0.20","0.78","2016-03-08","AA-10315",2
5201,"CA-2016-103982","2016-03-03","431.98",3,"0.20","32.40","2016-03-08","AA-10315",2
5202,"CA-2016-103982","2016-03-03","41.72",7,"0.20","5.74","2016-03-08","AA-10315",2
5203,"CA-2015-142454","2015-08-15","104.23",7,"0.00","28.14","2015-08-19","RE-19450",2
5204,"CA-2015-142454","2015-08-15","70.26",3,"0.00","18.97","2015-08-19","RE-19450",2
5205,"CA-2015-102015","2015-09-12","9.26",2,"0.00","3.06","2015-09-18","TM-21010",2
5206,"CA-2015-102015","2015-09-12","105.98",2,"0.00","4.24","2015-09-18","TM-21010",2
5207,"CA-2015-102015","2015-09-12","1.24",1,"0.00","0.58","2015-09-18","TM-21010",2
5208,"CA-2015-102015","2015-09-12","20.70",2,"0.00","9.94","2015-09-18","TM-21010",2
5209,"CA-2015-102015","2015-09-12","28.90",5,"0.00","14.16","2015-09-18","TM-21010",2
5210,"CA-2015-102015","2015-09-12","27.18",1,"0.00","12.77","2015-09-18","TM-21010",2
5211,"CA-2015-156755","2015-01-12","465.18",3,"0.00","120.95","2015-01-18","YS-21880",2
5212,"CA-2015-130876","2015-05-12","36.63",3,"0.00","9.89","2015-05-16","AZ-10750",4
5213,"CA-2016-145898","2016-09-26","51.45",3,"0.00","13.89","2016-09-26","CM-12445",3
5214,"CA-2016-145898","2016-09-26","7.83",3,"0.00","3.60","2016-09-26","CM-12445",3
5215,"CA-2016-145898","2016-09-26","35.40",5,"0.00","13.45","2016-09-26","CM-12445",3
5216,"CA-2016-145898","2016-09-26","29.90",5,"0.00","13.46","2016-09-26","CM-12445",3
5217,"US-2017-159562","2017-09-09","17.48",2,"0.00","8.22","2017-09-15","JB-16000",2
5218,"CA-2017-134635","2017-04-15","79.14",3,"0.00","36.40","2017-04-17","NS-18640",4
5219,"CA-2017-167080","2017-06-10","8.40",5,"0.00","4.20","2017-06-14","LC-16930",2
5220,"CA-2017-145653","2017-09-01","498.26",7,"0.00","134.53","2017-09-01","CA-12775",3
5221,"CA-2014-140487","2014-06-14","212.94",3,"0.00","57.49","2014-06-20","SR-20425",2
5222,"CA-2017-117401","2017-05-18","706.86",7,"0.00","197.92","2017-05-22","PP-18955",4
5223,"CA-2017-117401","2017-05-18","114.95",5,"0.00","2.30","2017-05-22","PP-18955",4
